,Invoice Id,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
1058,1059,Foot Locker,1185732,7/14/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.0,325.0,130000,52000,40,Outlet
1059,1060,Foot Locker,1185732,7/15/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.0,150.0,45000,15750,35,Outlet
1060,1061,Foot Locker,1185732,7/16/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.0,50.0,15000,5250,35,Outlet
1061,1062,Foot Locker,1185732,7/17/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.0,25.0,7500,3000,40,Outlet
1062,1063,Foot Locker,1185732,7/18/2021,Midwest,Nebraska,Omaha,Men's Apparel,40.0,25.0,10000,3500,35,Outlet
1063,1064,Foot Locker,1185732,7/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,45.0,150.0,67500,33750,50,Outlet
1064,1065,Foot Locker,1185732,7/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.0,300.0,120000,48000,40,Outlet
1065,1066,Foot Locker,1185732,7/21/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.0,150.0,45000,15750,35,Outlet
1066,1067,Foot Locker,1185732,7/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.0,95.0,28500,9975,35,Outlet
1067,1068,Foot Locker,1185732,7/23/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.0,125.0,37500,15000,40,Outlet
1068,1069,Foot Locker,1185732,7/24/2021,Midwest,Nebraska,Omaha,Men's Apparel,50.0,100.0,50000,17500,35,Outlet
1069,1070,Foot Locker,1185732,7/25/2021,Midwest,Nebraska,Omaha,Women's Apparel,55.0,200.0,110000,55000,50,Outlet
1070,1071,Foot Locker,1185732,7/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,50.0,450.0,225000,90000,40,Outlet
1071,1072,Foot Locker,1185732,7/27/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.0,250.0,100000,35000,35,Outlet
1072,1073,Foot Locker,1185732,7/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40.0,200.0,80000,28000,35,Outlet
1073,1074,Foot Locker,1185732,7/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,40.0,150.0,60000,24000,40,Outlet
1074,1075,Foot Locker,1185732,7/30/2021,Midwest,Nebraska,Omaha,Men's Apparel,50.0,150.0,75000,26250,35,Outlet
1075,1076,Foot Locker,1185732,7/31/2021,Midwest,Nebraska,Omaha,Women's Apparel,55.0,250.0,137500,68750,50,Outlet
1076,1077,Sports Direct,1197831,8/1/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,20.0,675.0,135000,54000,40,Outlet
1077,1078,Sports Direct,1197831,8/2/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.0,675.0,202500,81000,40,Outlet
1078,1079,Sports Direct,1197831,8/3/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.0,475.0,142500,57000,40,Outlet
1079,1080,Sports Direct,1197831,8/4/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.0,475.0,166250,83125,50,Outlet
1080,1081,Sports Direct,1197831,8/5/2021,South,Alabama,Birmingham,Men's Apparel,40.0,325.0,130000,45500,35,Outlet
1081,1082,Sports Direct,1197831,8/6/2021,South,Alabama,Birmingham,Women's Apparel,35.0,475.0,166250,91438,55,Outlet
1082,1083,Sports Direct,1197831,8/7/2021,South,Alabama,Birmingham,Men's Street Footwear,25.0,625.0,156250,62500,40,Outlet
1083,1084,Sports Direct,1197831,8/8/2021,South,Alabama,Birmingham,Men's Athletic Footwear,35.0,600.0,210000,84000,40,Outlet
1084,1085,Sports Direct,1197831,8/9/2021,South,Alabama,Birmingham,Women's Street Footwear,35.0,425.0,148750,59500,40,Outlet
1085,1086,Sports Direct,1197831,8/10/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.0,375.0,131250,65625,50,Outlet
1086,1087,Sports Direct,1197831,8/11/2021,South,Alabama,Birmingham,Men's Apparel,40.0,250.0,100000,35000,35,Outlet
1087,1088,Sports Direct,1197831,8/12/2021,South,Alabama,Birmingham,Women's Apparel,35.0,450.0,157500,86625,55,Outlet
1088,1089,Sports Direct,1197831,8/13/2021,South,Alabama,Birmingham,Men's Street Footwear,30.0,625.0,187500,84375,45,Outlet
1089,1090,Sports Direct,1197831,8/14/2021,South,Alabama,Birmingham,Men's Athletic Footwear,40.0,625.0,250000,112500,45,Outlet
1090,1091,Sports Direct,1197831,8/15/2021,South,Alabama,Birmingham,Women's Street Footwear,30.0,450.0,135000,60750,45,Outlet
1091,1092,Sports Direct,1197831,8/16/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.0,350.0,122500,67375,55,Outlet
1092,1093,Sports Direct,1197831,8/17/2021,South,Alabama,Birmingham,Men's Apparel,40.0,250.0,100000,40000,40,Outlet
1093,1094,Sports Direct,1197831,8/18/2021,South,Alabama,Birmingham,Women's Apparel,35.0,400.0,140000,84000,60,Outlet
1094,1095,Sports Direct,1197831,8/19/2021,South,Alabama,Birmingham,Men's Street Footwear,20.0,650.0,130000,58500,45,Outlet
1095,1096,Sports Direct,1197831,8/20/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20.0,650.0,130000,58500,45,Outlet
1096,1097,Sports Direct,1197831,8/21/2021,South,Alabama,Birmingham,Women's Street Footwear,15.0,475.0,71250,32062,45,Outlet
1097,1098,Sports Direct,1197831,8/22/2021,South,Alabama,Birmingham,Women's Athletic Footwear,20.0,375.0,75000,41250,55,Outlet
1098,1099,Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,25.0,275.0,68750,27500,40,Outlet
1099,1100,Sports Direct,1197831,8/24/2021,South,Alabama,Birmingham,Women's Apparel,20.0,550.0,110000,66000,60,Outlet
1100,1101,Sports Direct,1197831,8/25/2021,South,Alabama,Birmingham,Men's Street Footwear,10.0,700.0,70000,31500,45,Outlet
1101,1102,Sports Direct,1197831,8/26/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20.0,725.0,145000,65250,45,Outlet
1102,1103,Sports Direct,1197831,8/27/2021,South,Alabama,Birmingham,Women's Street Footwear,15.0,575.0,86250,38812,45,Outlet
1103,1104,Sports Direct,1197831,8/28/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.0,500.0,175000,96250,55,Outlet
1104,1105,Sports Direct,1197831,8/29/2021,South,Alabama,Birmingham,Men's Apparel,50.0,400.0,200000,80000,40,Outlet
1105,1106,Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,45.0,750.0,337500,202500,60,Outlet
1106,1107,Sports Direct,1197831,8/31/2021,South,Alabama,Birmingham,Men's Street Footwear,45.0,750.0,337500,151875,45,Outlet
1107,1108,Sports Direct,1197831,9/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,50.0,750.0,375000,168750,45,Outlet
1108,1109,Sports Direct,1197831,9/2/2021,South,Alabama,Birmingham,Women's Street Footwear,45.0,650.0,292500,131625,45,Outlet
1109,1110,Sports Direct,1197831,9/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45.0,600.0,270000,148500,55,Outlet
1110,1111,Sports Direct,1197831,9/4/2021,South,Alabama,Birmingham,Men's Apparel,50.0,500.0,250000,100000,40,Outlet
1111,1112,Sports Direct,1197831,9/5/2021,South,Alabama,Birmingham,Women's Apparel,55.0,875.0,481250,288750,60,Outlet
1112,1113,Sports Direct,1197831,9/6/2021,South,Alabama,Birmingham,Men's Street Footwear,45.0,825.0,371250,185625,50,Outlet
1113,1114,Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,50.0,825.0,412500,206250,50,Outlet
1114,1115,Sports Direct,1197831,9/8/2021,South,Alabama,Birmingham,Women's Street Footwear,45.0,975.0,438750,219375,50,Outlet
1115,1116,Sports Direct,1197831,9/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45.0,575.0,258750,155250,60,Outlet
1116,1117,Sports Direct,1197831,9/10/2021,South,Alabama,Birmingham,Men's Apparel,50.0,525.0,262500,118125,45,Outlet
1117,1118,Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,60.0,800.0,480000,312000,65,Outlet
1118,1119,Sports Direct,1197831,9/12/2021,South,Alabama,Birmingham,Men's Street Footwear,40.0,750.0,300000,150000,50,Outlet
1119,1120,Sports Direct,1197831,9/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,55.0,750.0,412500,206250,50,Outlet
1120,1121,Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,55.0,925.0,508750,254375,50,Outlet
1121,1122,Sports Direct,1197831,9/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,50.0,425.0,212500,127500,60,Outlet
1122,1123,Sports Direct,1197831,9/16/2021,South,Alabama,Birmingham,Men's Apparel,55.0,425.0,233750,105188,45,Outlet
1123,1124,Sports Direct,1197831,9/17/2021,South,Alabama,Birmingham,Women's Apparel,60.0,675.0,405000,263250,65,Outlet
1124,1125,Sports Direct,1197831,9/18/2021,South,Alabama,Birmingham,Men's Street Footwear,55.0,625.0,343750,171875,50,Outlet
1125,1126,Sports Direct,1197831,9/19/2021,South,Alabama,Birmingham,Men's Athletic Footwear,55.0,575.0,316250,158125,50,Outlet
1126,1127,Sports Direct,1197831,9/20/2021,South,Alabama,Birmingham,Women's Street Footwear,60.0,625.0,375000,187500,50,Outlet
1127,1128,Sports Direct,1197831,9/21/2021,South,Alabama,Birmingham,Women's Athletic Footwear,60.0,350.0,210000,126000,60,Outlet
1128,1129,Sports Direct,1197831,9/22/2021,South,Alabama,Birmingham,Men's Apparel,45.0,350.0,157500,70875,45,Outlet
1129,1130,Sports Direct,1197831,9/23/2021,South,Alabama,Birmingham,Women's Apparel,40.0,575.0,230000,149500,65,Outlet
1130,1131,Sports Direct,1197831,9/24/2021,South,Alabama,Birmingham,Men's Street Footwear,30.0,525.0,157500,78750,50,Outlet
1131,1132,Sports Direct,1197831,9/25/2021,South,Alabama,Birmingham,Men's Athletic Footwear,30.0,525.0,157500,78750,50,Outlet
1132,1133,Sports Direct,1197831,9/26/2021,South,Alabama,Birmingham,Women's Street Footwear,35.0,475.0,166250,83125,50,Outlet
1133,1134,Sports Direct,1197831,9/27/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.0,325.0,113750,68250,60,Outlet
1134,1135,Sports Direct,1197831,9/28/2021,South,Alabama,Birmingham,Men's Apparel,30.0,300.0,90000,40500,45,Outlet
1135,1136,Sports Direct,1197831,9/29/2021,South,Alabama,Birmingham,Women's Apparel,40.0,475.0,190000,123500,65,Outlet
1136,1137,Sports Direct,1197831,9/30/2021,South,Alabama,Birmingham,Men's Street Footwear,20.0,625.0,125000,62500,50,Outlet
1137,1138,Sports Direct,1197831,10/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20.0,625.0,125000,62500,50,Outlet
1138,1139,Sports Direct,1197831,10/2/2021,South,Alabama,Birmingham,Women's Street Footwear,45.0,575.0,258750,129375,50,Outlet
1139,1140,Sports Direct,1197831,10/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45.0,450.0,202500,121500,60,Outlet
1140,1141,Sports Direct,1197831,10/4/2021,South,Alabama,Birmingham,Men's Apparel,50.0,425.0,212500,95625,45,Outlet
1141,1142,Sports Direct,1197831,10/5/2021,South,Alabama,Birmingham,Women's Apparel,60.0,625.0,375000,243750,65,Outlet
1142,1143,Sports Direct,1197831,10/6/2021,South,Alabama,Birmingham,Men's Street Footwear,60.0,775.0,465000,232500,50,Outlet
1143,1144,Sports Direct,1197831,10/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,60.0,775.0,465000,232500,50,Outlet
1144,1145,Sports Direct,1197831,10/8/2021,South,Alabama,Birmingham,Women's Street Footwear,65.0,700.0,455000,227500,50,Outlet
1145,1146,Sports Direct,1197831,10/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,65.0,550.0,357500,214500,60,Outlet
1146,1147,Sports Direct,1197831,10/10/2021,South,Alabama,Birmingham,Men's Apparel,60.0,500.0,300000,135000,45,Outlet
1147,1148,Sports Direct,1197831,10/11/2021,South,Alabama,Birmingham,Women's Apparel,70.0,750.0,525000,341250,65,Outlet
1148,1149,Amazon,1185732,10/12/2021,South,Alabama,Birmingham,Men's Street Footwear,40.0,450.0,180000,63000,35,Outlet
1149,1150,Amazon,1185732,10/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,40.0,250.0,100000,35000,35,Outlet
1150,1151,Amazon,1185732,10/14/2021,South,Alabama,Birmingham,Women's Street Footwear,30.0,250.0,75000,30000,40,Outlet
1151,1152,Amazon,1185732,10/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.0,100.0,35000,10500,30,Outlet
1152,1153,Amazon,1185732,10/16/2021,Northeast,Maine,Portland,Men's Apparel,50.0,150.0,75000,18750,25,Outlet
1153,1154,Amazon,1185732,10/17/2021,Northeast,Maine,Portland,Women's Apparel,40.0,250.0,100000,40000,40,Outlet
1154,1155,Amazon,1185732,10/18/2021,Northeast,Maine,Portland,Men's Street Footwear,40.0,500.0,200000,70000,35,Outlet
1155,1156,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,40.0,150.0,60000,21000,35,Outlet
1156,1157,Amazon,1185732,10/20/2021,Northeast,Maine,Portland,Women's Street Footwear,30.0,200.0,60000,24000,40,Outlet
1157,1158,Amazon,1185732,10/21/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,75.0,26250,7875,30,Outlet
1158,1159,Amazon,1185732,10/22/2021,Northeast,Maine,Portland,Men's Apparel,50.0,150.0,75000,18750,25,Outlet
1159,1160,Amazon,1185732,10/23/2021,Northeast,Maine,Portland,Women's Apparel,40.0,250.0,100000,40000,40,Outlet
1160,1161,Amazon,1185732,10/24/2021,Northeast,Maine,Portland,Men's Street Footwear,40.0,470.0,188000,65800,35,Outlet
1161,1162,Amazon,1185732,10/25/2021,Northeast,Maine,Portland,Men's Athletic Footwear,40.0,175.0,70000,24500,35,Outlet
1162,1163,Amazon,1185732,10/26/2021,Northeast,Maine,Portland,Women's Street Footwear,30.0,200.0,60000,24000,40,Outlet
1163,1164,Amazon,1185732,10/27/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,50.0,17500,5250,30,Outlet
1164,1165,Amazon,1185732,10/28/2021,Northeast,Maine,Portland,Men's Apparel,50.0,100.0,50000,12500,25,Outlet
1165,1166,Amazon,1185732,10/29/2021,Northeast,Maine,Portland,Women's Apparel,40.0,200.0,80000,32000,40,Outlet
1166,1167,Amazon,1185732,10/30/2021,Northeast,Maine,Portland,Men's Street Footwear,40.0,450.0,180000,63000,35,Outlet
1167,1168,Amazon,1185732,10/31/2021,Northeast,Maine,Portland,Men's Athletic Footwear,40.0,150.0,60000,21000,35,Outlet
1168,1169,Amazon,1185732,11/1/2021,Northeast,Maine,Portland,Women's Street Footwear,30.0,150.0,45000,18000,40,Outlet
1169,1170,Amazon,1185732,11/2/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,75.0,26250,7875,30,Outlet
1170,1171,Amazon,1185732,11/3/2021,Northeast,Maine,Portland,Men's Apparel,50.0,75.0,37500,9375,25,Outlet
1171,1172,Amazon,1185732,11/4/2021,Northeast,Maine,Portland,Women's Apparel,40.0,225.0,90000,36000,40,Outlet
1172,1173,Amazon,1185732,11/5/2021,Northeast,Maine,Portland,Men's Street Footwear,55.0,495.0,272250,95287,35,Outlet
1173,1174,Amazon,1185732,11/6/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,200.0,100000,35000,35,Outlet
1174,1175,Amazon,1185732,11/7/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,175.0,78750,31500,40,Outlet
1175,1176,Amazon,1185732,11/8/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,125.0,56250,16875,30,Outlet
1176,1177,Amazon,1185732,11/9/2021,Northeast,Maine,Portland,Men's Apparel,55.0,150.0,82500,20625,25,Outlet
1177,1178,Amazon,1185732,11/10/2021,Northeast,Maine,Portland,Women's Apparel,60.0,275.0,165000,66000,40,Outlet
1178,1179,Amazon,1185732,11/11/2021,Northeast,Maine,Portland,Men's Street Footwear,55.0,525.0,288750,101062,35,Outlet
1179,1180,Amazon,1185732,11/12/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,275.0,137500,48125,35,Outlet
1180,1181,Amazon,1185732,11/13/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,200.0,90000,36000,40,Outlet
1181,1182,Amazon,1185732,11/14/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,175.0,78750,23625,30,Outlet
1182,1183,Amazon,1185732,11/15/2021,Northeast,Maine,Portland,Men's Apparel,55.0,175.0,96250,24062,25,Outlet
1183,1184,Amazon,1185732,11/16/2021,Northeast,Maine,Portland,Women's Apparel,60.0,325.0,195000,78000,40,Outlet
1184,1185,Amazon,1185732,11/17/2021,Northeast,Maine,Portland,Men's Street Footwear,55.0,550.0,302500,105875,35,Outlet
1185,1186,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,300.0,150000,52500,35,Outlet
1186,1187,Amazon,1185732,11/19/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,225.0,101250,40500,40,Outlet
1187,1188,Amazon,1185732,11/20/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,175.0,78750,23625,30,Outlet
1188,1189,Amazon,1185732,11/21/2021,Northeast,Maine,Portland,Men's Apparel,55.0,200.0,110000,27500,25,Outlet
1189,1190,Amazon,1185732,12/20/2021,Northeast,Maine,Portland,Women's Apparel,60.0,375.0,225000,90000,40,Outlet
1190,1191,Amazon,1185732,12/21/2021,Northeast,Maine,Portland,Men's Street Footwear,55.0,525.0,288750,101062,35,Outlet
1191,1192,Amazon,1185732,12/22/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,300.0,150000,52500,35,Outlet
1192,1193,Amazon,1185732,12/23/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,225.0,101250,40500,40,Outlet
1193,1194,Amazon,1185732,12/24/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,175.0,78750,23625,30,Outlet
1194,1195,Amazon,1185732,12/25/2021,Northeast,Maine,Portland,Men's Apparel,55.0,150.0,82500,20625,25,Outlet
1195,1196,Amazon,1185732,12/26/2021,Northeast,Maine,Portland,Women's Apparel,60.0,325.0,195000,78000,40,Outlet
1196,1197,Amazon,1185732,12/27/2021,Northeast,Maine,Portland,Men's Street Footwear,55.0,450.0,247500,86625,35,Outlet
1197,1198,Amazon,1185732,12/28/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,250.0,125000,43750,35,Outlet
1198,1199,Amazon,1185732,12/29/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,150.0,67500,27000,40,Outlet
1199,1200,Amazon,1185732,12/30/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,125.0,56250,16875,30,Outlet
1200,1201,Amazon,1185732,12/31/2021,Northeast,Maine,Portland,Men's Apparel,55.0,125.0,68750,17187,25,Outlet
1201,1202,Amazon,1185732,9/17/2021,Northeast,Maine,Portland,Women's Apparel,60.0,225.0,135000,54000,40,Outlet
1202,1203,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Street Footwear,60.0,400.0,240000,84000,35,Outlet
1203,1204,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,55.0,225.0,123750,43313,35,Outlet
1204,1205,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Street Footwear,55.0,125.0,68750,27500,40,Outlet
1205,1206,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Athletic Footwear,55.0,100.0,55000,16500,30,Outlet
1206,1207,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Apparel,65.0,100.0,65000,16250,25,Outlet
1207,1208,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Apparel,70.0,225.0,157500,63000,40,Outlet
1208,1209,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Street Footwear,65.0,375.0,243750,85313,35,Outlet
1209,1210,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Athletic Footwear,55.0,200.0,110000,38500,35,Outlet
1210,1211,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Street Footwear,55.0,195.0,107250,42900,40,Outlet
1211,1212,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Athletic Footwear,55.0,175.0,96250,28875,30,Outlet
1212,1213,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Apparel,65.0,150.0,97500,24375,25,Outlet
1213,1214,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Apparel,70.0,250.0,175000,70000,40,Outlet
1214,1215,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Street Footwear,65.0,475.0,308750,108063,35,Outlet
1215,1216,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Athletic Footwear,55.0,275.0,151250,52938,35,Outlet
1216,1217,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Street Footwear,55.0,250.0,137500,55000,40,Outlet
1217,1218,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Athletic Footwear,55.0,200.0,110000,33000,30,Outlet
1218,1219,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Apparel,65.0,200.0,130000,32500,25,Outlet
1219,1220,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Apparel,70.0,300.0,210000,84000,40,Outlet
1220,1221,West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Men's Street Footwear,35.0,375.0,131250,32813,25,Outlet
1221,1222,West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Men's Athletic Footwear,45.0,375.0,168750,33750,20,Outlet
1222,1223,West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,375.0,168750,42188,25,Outlet
1223,1224,West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,225.0,101250,25313,25,Outlet
1224,1225,Amazon,1185732,1/24/2021,West,Alaska,Anchorage,Women's Apparel,55.0,300.0,165000,49500,30,Outlet
1225,1226,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Street Footwear,55.0,575.0,316250,110688,35,Outlet
1226,1227,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,55.0,225.0,123750,43313,35,Outlet
1227,1228,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,275.0,123750,30938,25,Outlet
1228,1229,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,50.0,175.0,87500,21875,25,Outlet
1229,1230,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Apparel,65.0,250.0,162500,40625,25,Outlet
1230,1231,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Apparel,55.0,350.0,192500,57750,30,Outlet
1231,1232,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Street Footwear,55.0,545.0,299750,104913,35,Outlet
1232,1233,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,55.0,250.0,137500,48125,35,Outlet
1233,1234,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,275.0,123750,30938,25,Outlet
1234,1235,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,50.0,125.0,62500,15625,25,Outlet
1235,1236,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Apparel,65.0,175.0,113750,28438,25,Outlet
1236,1237,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Apparel,55.0,275.0,151250,45375,30,Outlet
1237,1238,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Street Footwear,55.0,525.0,288750,101063,35,Outlet
1238,1239,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,55.0,225.0,123750,43313,35,Outlet
1239,1240,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,225.0,101250,25313,25,Outlet
1240,1241,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,50.0,150.0,75000,18750,25,Outlet
1241,1242,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Apparel,60.0,150.0,90000,22500,25,Outlet
1242,1243,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Apparel,50.0,300.0,150000,45000,30,Outlet
1243,1244,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,570.0,370500,129675,35,Outlet
1244,1245,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,275.0,165000,57750,35,Outlet
1245,1246,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,300.0,165000,41250,25,Outlet
1246,1247,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,250.0,137500,34375,25,Outlet
1247,1248,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Apparel,65.0,275.0,178750,44688,25,Outlet
1248,1249,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Apparel,70.0,400.0,280000,84000,30,Outlet
1249,1250,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,650.0,422500,147875,35,Outlet
1250,1251,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,400.0,240000,84000,35,Outlet
1251,1252,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,325.0,178750,44688,25,Outlet
1252,1253,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,300.0,165000,41250,25,Outlet
1253,1254,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Apparel,65.0,300.0,195000,48750,25,Outlet
1254,1255,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Apparel,70.0,450.0,315000,94500,30,Outlet
1255,1256,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,675.0,438750,153563,35,Outlet
1256,1257,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,425.0,255000,89250,35,Outlet
1257,1258,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,350.0,192500,48125,25,Outlet
1258,1259,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,300.0,165000,41250,25,Outlet
1259,1260,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Apparel,65.0,325.0,211250,52813,25,Outlet
1260,1261,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Apparel,70.0,500.0,350000,105000,30,Outlet
1261,1262,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,650.0,422500,147875,35,Outlet
1262,1263,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,425.0,255000,89250,35,Outlet
1263,1264,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,350.0,192500,48125,25,Outlet
1264,1265,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,250.0,137500,34375,25,Outlet
