unnamed:_0,invoice_id,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
1240,1241,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,50.0,150.0,75000.0,18750.0,25.0,Outlet
1241,1242,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Apparel,60.0,150.0,90000.0,22500.0,25.0,Outlet
1242,1243,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Apparel,50.0,300.0,150000.0,45000.0,30.0,Outlet
1243,1244,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,570.0,370500.0,129675.0,35.0,Outlet
1244,1245,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,275.0,165000.0,57750.0,35.0,Outlet
1245,1246,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,300.0,165000.0,41250.0,25.0,Outlet
1246,1247,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,250.0,137500.0,34375.0,25.0,Outlet
1247,1248,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Apparel,65.0,275.0,178750.0,44688.0,25.0,Outlet
1248,1249,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Apparel,70.0,400.0,280000.0,84000.0,30.0,Outlet
1249,1250,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,650.0,422500.0,147875.0,35.0,Outlet
1250,1251,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,400.0,240000.0,84000.0,35.0,Outlet
1251,1252,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,325.0,178750.0,44688.0,25.0,Outlet
1252,1253,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,300.0,165000.0,41250.0,25.0,Outlet
1253,1254,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Apparel,65.0,300.0,195000.0,48750.0,25.0,Outlet
1254,1255,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Apparel,70.0,450.0,315000.0,94500.0,30.0,Outlet
1255,1256,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,675.0,438750.0,153563.0,35.0,Outlet
1256,1257,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,425.0,255000.0,89250.0,35.0,Outlet
1257,1258,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,350.0,192500.0,48125.0,25.0,Outlet
1258,1259,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,300.0,165000.0,41250.0,25.0,Outlet
1259,1260,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Apparel,65.0,325.0,211250.0,52813.0,25.0,Outlet
1260,1261,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Apparel,70.0,500.0,350000.0,105000.0,30.0,Outlet
1261,1262,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,650.0,422500.0,147875.0,35.0,Outlet
1262,1263,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,425.0,255000.0,89250.0,35.0,Outlet
1263,1264,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,350.0,192500.0,48125.0,25.0,Outlet
1264,1265,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,250.0,137500.0,34375.0,25.0,Outlet
1265,1266,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Apparel,65.0,225.0,146250.0,36563.0,25.0,Outlet
1266,1267,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Apparel,70.0,400.0,280000.0,84000.0,30.0,Outlet
1267,1268,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,525.0,341250.0,119438.0,35.0,Outlet
1268,1269,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,325.0,195000.0,68250.0,35.0,Outlet
1269,1270,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,225.0,123750.0,30938.0,25.0,Outlet
1270,1271,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,200.0,110000.0,27500.0,25.0,Outlet
1271,1272,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Apparel,65.0,200.0,130000.0,32500.0,25.0,Outlet
1272,1273,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Apparel,70.0,300.0,210000.0,63000.0,30.0,Outlet
1273,1274,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Men's Street Footwear,70.0,450.0,315000.0,110250.0,35.0,Outlet
1274,1275,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,275.0,178750.0,62563.0,35.0,Outlet
1275,1276,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Women's Street Footwear,65.0,175.0,113750.0,28438.0,25.0,Outlet
1276,1277,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,65.0,150.0,97500.0,24375.0,25.0,Outlet
1277,1278,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Men's Apparel,75.0,150.0,112500.0,28125.0,25.0,Outlet
1278,1279,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Women's Apparel,80.0,275.0,220000.0,66000.0,30.0,Outlet
1279,1280,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Street Footwear,75.0,425.0,318750.0,111563.0,35.0,Outlet
1280,1281,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,300.0,195000.0,68250.0,35.0,Outlet
1281,1282,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Street Footwear,65.0,320.0,208000.0,52000.0,25.0,Outlet
1282,1283,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,65.0,300.0,195000.0,48750.0,25.0,Outlet
1283,1284,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Apparel,75.0,275.0,206250.0,51563.0,25.0,Outlet
1284,1285,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Apparel,80.0,375.0,300000.0,90000.0,30.0,Outlet
1285,1286,Amazon,1185732,12/20/2021,West,Alaska,Anchorage,Men's Street Footwear,75.0,600.0,450000.0,157500.0,35.0,Outlet
1286,1287,Amazon,1185732,12/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,400.0,260000.0,91000.0,35.0,Outlet
1287,1288,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Street Footwear,35.0,375.0,131250.0,32813.0,25.0,Outlet
1288,1289,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Athletic Footwear,45.0,375.0,168750.0,33750.0,20.0,Outlet
1289,1290,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,375.0,168750.0,42188.0,25.0,Outlet
1290,1291,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Athletic Footwear,45.0,225.0,101250.0,25313.0,25.0,Outlet
1291,1292,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Apparel,50.0,175.0,87500.0,13125.0,15.0,Outlet
1292,1293,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Apparel,45.0,425.0,191250.0,76500.0,40.0,Outlet
1293,1294,Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Street Footwear,35.0,475.0,166250.0,41563.0,25.0,Outlet
1294,1295,Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Athletic Footwear,45.0,375.0,168750.0,33750.0,20.0,Outlet
1295,1296,Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,375.0,168750.0,42188.0,25.0,Outlet
1296,1297,Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,45.0,225.0,101250.0,25313.0,25.0,Outlet
1297,1298,Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Men's Apparel,50.0,150.0,75000.0,11250.0,15.0,Outlet
1298,1299,Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Women's Apparel,45.0,350.0,157500.0,63000.0,40.0,Outlet
1299,1300,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,45.0,500.0,225000.0,56250.0,25.0,Outlet
1300,1301,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,55.0,350.0,192500.0,38500.0,20.0,Outlet
1301,1302,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,60.0,375.0,225000.0,56250.0,25.0,Outlet
1302,1303,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275.0,151250.0,37812.0,25.0,Outlet
1303,1304,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Apparel,60.0,125.0,75000.0,11250.0,15.0,Outlet
1304,1305,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Apparel,55.0,325.0,178750.0,71500.0,40.0,Outlet
1305,1306,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,60.0,500.0,300000.0,75000.0,25.0,Outlet
1306,1307,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,65.0,300.0,195000.0,39000.0,20.0,Outlet
1307,1308,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,65.0,350.0,227500.0,56875.0,25.0,Outlet
1308,1309,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,250.0,125000.0,31250.0,25.0,Outlet
1309,1310,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Apparel,55.0,150.0,82500.0,12375.0,15.0,Outlet
1310,1311,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Apparel,70.0,325.0,227500.0,91000.0,40.0,Outlet
1311,1312,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Street Footwear,55.0,525.0,288750.0,72187.0,25.0,Outlet
1312,1313,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,60.0,375.0,225000.0,45000.0,20.0,Outlet
1313,1314,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Street Footwear,60.0,375.0,225000.0,56250.0,25.0,Outlet
1314,1315,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275.0,151250.0,37812.0,25.0,Outlet
1315,1316,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Apparel,60.0,175.0,105000.0,15750.0,15.0,Outlet
1316,1317,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Apparel,75.0,475.0,356250.0,142500.0,40.0,Outlet
1317,1318,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,70.0,725.0,507500.0,126875.0,25.0,Outlet
1318,1319,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,75.0,600.0,450000.0,90000.0,20.0,Outlet
1319,1320,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,75.0,600.0,450000.0,112500.0,25.0,Outlet
1320,1321,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,75.0,475.0,356250.0,89063.0,25.0,Outlet
1321,1322,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Apparel,85.0,350.0,297500.0,44625.0,15.0,Outlet
1322,1323,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Apparel,100.0,650.0,650000.0,260000.0,40.0,Outlet
1323,1324,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,80.0,800.0,640000.0,160000.0,25.0,Outlet
1324,1325,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,85.0,650.0,552500.0,110500.0,20.0,Outlet
1325,1326,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,85.0,600.0,510000.0,127500.0,25.0,Outlet
1326,1327,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,80.0,500.0,400000.0,100000.0,25.0,Outlet
1327,1328,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Apparel,85.0,550.0,467500.0,70125.0,15.0,Outlet
1328,1329,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Apparel,100.0,550.0,550000.0,220000.0,40.0,Outlet
1329,1330,Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,85.0,750.0,637500.0,159375.0,25.0,Outlet
1330,1331,Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,75.0,725.0,543750.0,108750.0,20.0,Outlet
1331,1332,Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,70.0,600.0,420000.0,105000.0,25.0,Outlet
1332,1333,Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,70.0,525.0,367500.0,91875.0,25.0,Outlet
1333,1334,Walmart,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Apparel,70.0,525.0,367500.0,55125.0,15.0,Outlet
1334,1335,Walmart,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Apparel,75.0,350.0,262500.0,105000.0,40.0,Outlet
1335,1336,Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Men's Street Footwear,65.0,550.0,357500.0,89375.0,25.0,Outlet
1336,1337,Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,70.0,550.0,385000.0,77000.0,20.0,Outlet
1337,1338,Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Women's Street Footwear,65.0,375.0,243750.0,60938.0,25.0,Outlet
1338,1339,Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,65.0,325.0,211250.0,52813.0,25.0,Outlet
1339,1340,Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Men's Apparel,75.0,350.0,262500.0,39375.0,15.0,Outlet
1340,1341,Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Women's Apparel,60.0,375.0,225000.0,90000.0,40.0,Outlet
1341,1342,Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,55.0,475.0,261250.0,65313.0,25.0,Outlet
1342,1343,Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,65.0,475.0,308750.0,61750.0,20.0,Outlet
1343,1344,Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,60.0,300.0,180000.0,45000.0,25.0,Outlet
1344,1345,Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275.0,151250.0,37813.0,25.0,Outlet
1345,1346,Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Men's Apparel,65.0,250.0,162500.0,24375.0,15.0,Outlet
1346,1347,Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Women's Apparel,70.0,300.0,210000.0,84000.0,40.0,Outlet
1347,1348,Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,55.0,525.0,288750.0,72188.0,25.0,Outlet
1348,1349,Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,60.0,600.0,360000.0,72000.0,20.0,Outlet
1349,1350,Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,55.0,425.0,233750.0,58438.0,25.0,Outlet
1350,1351,Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,65.0,400.0,260000.0,65000.0,25.0,Outlet
1351,1352,Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Men's Apparel,85.0,375.0,318750.0,47813.0,15.0,Outlet
1352,1353,Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Women's Apparel,90.0,500.0,450000.0,180000.0,40.0,Outlet
1353,1354,Walmart,1128299,12/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,75.0,700.0,525000.0,131250.0,25.0,Outlet
1354,1355,Walmart,1128299,12/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,85.0,700.0,595000.0,119000.0,20.0,Outlet
1355,1356,Sports Direct,1128299,12/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,80.0,500.0,400000.0,100000.0,25.0,Outlet
1356,1357,Sports Direct,1128299,12/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,80.0,500.0,400000.0,100000.0,25.0,Outlet
1357,1358,Sports Direct,1128299,12/9/2021,West,Hawaii,Honolulu,Men's Apparel,90.0,425.0,382500.0,57375.0,15.0,Outlet
1358,1359,Sports Direct,1128299,12/9/2021,West,Hawaii,Honolulu,Women's Apparel,95.0,525.0,498750.0,199500.0,40.0,Outlet
1359,1360,Sports Direct,1128299,1/17/2021,West,Hawaii,Honolulu,Men's Street Footwear,40.0,425.0,170000.0,51000.0,30.0,Outlet
1360,1361,Sports Direct,1128299,1/17/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,50.0,425.0,212500.0,53125.0,25.0,Outlet
1361,1362,Sports Direct,1128299,1/17/2021,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425.0,212500.0,63750.0,30.0,Outlet
1362,1363,Sports Direct,1128299,1/17/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,275.0,137500.0,41250.0,30.0,Outlet
1363,1364,Sports Direct,1128299,1/17/2021,West,Hawaii,Honolulu,Men's Apparel,55.0,225.0,123750.0,24750.0,20.0,Outlet
1364,1365,Sports Direct,1128299,1/17/2021,West,Hawaii,Honolulu,Women's Apparel,50.0,475.0,237500.0,106875.0,45.0,Outlet
1365,1366,Sports Direct,1128299,2/17/2021,West,Hawaii,Honolulu,Men's Street Footwear,40.0,525.0,210000.0,63000.0,30.0,Outlet
1366,1367,Sports Direct,1128299,2/17/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,50.0,425.0,212500.0,53125.0,25.0,Outlet
1367,1368,Sports Direct,1128299,2/17/2021,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425.0,212500.0,63750.0,30.0,Outlet
1368,1369,Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,50.0,275.0,137500.0,41250.0,30.0,Outlet
1369,1370,Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Men's Apparel,55.0,200.0,110000.0,22000.0,20.0,Outlet
1370,1371,Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Women's Apparel,50.0,400.0,200000.0,90000.0,45.0,Outlet
1371,1372,Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,50.0,550.0,275000.0,82500.0,30.0,Outlet
1372,1373,Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,400.0,240000.0,60000.0,25.0,Outlet
1373,1374,Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,65.0,425.0,276250.0,82875.0,30.0,Outlet
1374,1375,Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325.0,195000.0,58500.0,30.0,Outlet
1375,1376,Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Apparel,65.0,175.0,113750.0,22750.0,20.0,Outlet
1376,1377,Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Women's Apparel,60.0,375.0,225000.0,101250.0,45.0,Outlet
1377,1378,Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,65.0,550.0,357500.0,107250.0,30.0,Outlet
1378,1379,Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,350.0,245000.0,61250.0,25.0,Outlet
1379,1380,Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,70.0,400.0,280000.0,84000.0,30.0,Outlet
1380,1381,Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,55.0,300.0,165000.0,49500.0,30.0,Outlet
1381,1382,Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Apparel,60.0,200.0,120000.0,24000.0,20.0,Outlet
1382,1383,Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Women's Apparel,75.0,375.0,281250.0,126563.0,45.0,Outlet
1383,1384,Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's Street Footwear,60.0,575.0,345000.0,103500.0,30.0,Outlet
1384,1385,Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,65.0,425.0,276250.0,69063.0,25.0,Outlet
1385,1386,Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Women's Street Footwear,65.0,425.0,276250.0,82875.0,30.0,Outlet
1386,1387,Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325.0,195000.0,58500.0,30.0,Outlet
1387,1388,Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's Apparel,55.0,225.0,123750.0,24750.0,20.0,Outlet
1388,1389,Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Women's Apparel,70.0,575.0,402500.0,181125.0,45.0,Outlet
1389,1390,Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,65.0,825.0,536250.0,160875.0,30.0,Outlet
1390,1391,Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,700.0,490000.0,122500.0,25.0,In-store
1391,1392,Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,85.0,700.0,595000.0,178500.0,30.0,In-store
1392,1393,Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,85.0,575.0,488750.0,146625.0,30.0,In-store
1393,1394,Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Apparel,95.0,450.0,427500.0,85500.0,20.0,In-store
1394,1395,Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Apparel,110.0,750.0,825000.0,371250.0,45.0,In-store
1395,1396,Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,90.0,900.0,810000.0,243000.0,30.0,In-store
1396,1397,Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,95.0,750.0,712500.0,178125.0,25.0,In-store
1397,1398,Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,95.0,700.0,665000.0,199500.0,30.0,In-store
1398,1399,Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,90.0,600.0,540000.0,162000.0,30.0,In-store
1399,1400,Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Apparel,95.0,650.0,617500.0,123500.0,20.0,In-store
1400,1401,Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Apparel,110.0,650.0,715000.0,321750.0,45.0,In-store
1401,1402,Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,95.0,850.0,807500.0,242250.0,30.0,In-store
1402,1403,Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,85.0,825.0,701250.0,175313.0,25.0,In-store
1403,1404,Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,80.0,700.0,560000.0,168000.0,30.0,In-store
1404,1405,Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,80.0,475.0,380000.0,114000.0,30.0,In-store
1405,1406,Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Apparel,80.0,475.0,380000.0,76000.0,20.0,In-store
1406,1407,Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Apparel,85.0,300.0,255000.0,114750.0,45.0,In-store
1407,1408,Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Street Footwear,60.0,500.0,300000.0,90000.0,30.0,In-store
1408,1409,Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,65.0,500.0,325000.0,81250.0,25.0,In-store
1409,1410,Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Street Footwear,60.0,300.0,180000.0,54000.0,30.0,In-store
1410,1411,Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,250.0,150000.0,45000.0,30.0,In-store
1411,1412,Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Apparel,70.0,275.0,192500.0,38500.0,20.0,In-store
1412,1413,Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Apparel,55.0,300.0,165000.0,74250.0,45.0,In-store
1413,1414,Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,50.0,400.0,200000.0,60000.0,30.0,In-store
1414,1415,Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,65.0,575.0,373750.0,93438.0,25.0,In-store
1415,1416,Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,60.0,400.0,240000.0,72000.0,30.0,In-store
1416,1417,Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,55.0,375.0,206250.0,61875.0,30.0,In-store
1417,1418,Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Apparel,65.0,350.0,227500.0,45500.0,20.0,In-store
1418,1419,Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Women's Apparel,70.0,400.0,280000.0,126000.0,45.0,In-store
1419,1420,Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,55.0,625.0,343750.0,103125.0,30.0,In-store
1420,1421,Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,700.0,420000.0,105000.0,25.0,In-store
1421,1422,Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,55.0,525.0,288750.0,86625.0,30.0,In-store
1422,1423,Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,65.0,500.0,325000.0,97500.0,30.0,In-store
1423,1424,Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Apparel,85.0,475.0,403750.0,80750.0,20.0,In-store
1424,1425,Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Apparel,90.0,600.0,540000.0,243000.0,45.0,In-store
1425,1426,Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,75.0,800.0,600000.0,180000.0,30.0,In-store
1426,1427,Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,85.0,800.0,680000.0,170000.0,25.0,In-store
1427,1428,West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,80.0,600.0,480000.0,144000.0,30.0,In-store
1428,1429,West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,80.0,600.0,480000.0,144000.0,30.0,In-store
1429,1430,West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Apparel,90.0,525.0,472500.0,94500.0,20.0,In-store
