Invoice Id,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
2003,West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$80.00 ,800,"$640,000 ","$256,000 ",40%,Online
2004,Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,$75.00 ,600,"$450,000 ","$180,000 ",40%,Online
2005,Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,$75.00 ,600,"$450,000 ","$180,000 ",40%,Online
2006,Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Apparel,$85.00 ,525,"$446,250 ","$200,813 ",45%,Online
2007,Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Apparel,$90.00 ,625,"$562,500 ","$196,875 ",35%,Online
2008,Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Street Footwear,$20.00 ,675,"$135,000 ","$40,500 ",30%,Online
2009,Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$30.00 ,675,"$202,500 ","$60,750 ",30%,Online
2010,Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Street Footwear,$30.00 ,475,"$142,500 ","$42,750 ",30%,Online
2011,Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,$35.00 ,475,"$166,250 ","$66,500 ",40%,Online
2012,Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Apparel,$40.00 ,325,"$130,000 ","$32,500 ",25%,Online
2013,West Gear,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Apparel,$35.00 ,475,"$166,250 ","$74,813 ",45%,Online
2014,Foot Locker,1197831,2/4/2021,South,Louisiana,New Orleans,Men's Street Footwear,$25.00 ,625,"$156,250 ","$46,875 ",30%,Online
2015,Foot Locker,1197831,2/4/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$35.00 ,600,"$210,000 ","$63,000 ",30%,Online
2016,Foot Locker,1197831,2/4/2021,South,Louisiana,New Orleans,Women's Street Footwear,$35.00 ,425,"$148,750 ","$44,625 ",30%,Online
2017,Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Women's Athletic Footwear,$35.00 ,375,"$131,250 ","$52,500 ",40%,Online
2018,Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Men's Apparel,$40.00 ,250,"$100,000 ","$25,000 ",25%,Online
2019,Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Women's Apparel,$35.00 ,450,"$157,500 ","$70,875 ",45%,Online
2020,Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Men's Street Footwear,$30.00 ,625,"$187,500 ","$65,625 ",35%,Online
2021,Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Men's Athletic Footwear,$40.00 ,625,"$250,000 ","$87,500 ",35%,Online
2022,Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Women's Street Footwear,$30.00 ,450,"$135,000 ","$47,250 ",35%,Online
2023,Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Women's Athletic Footwear,$35.00 ,350,"$122,500 ","$55,125 ",45%,Online
2024,West Gear,1197831,3/6/2021,West,Idaho,Boise,Men's Apparel,$40.00 ,250,"$100,000 ","$30,000 ",30%,Online
2025,West Gear,1197831,3/6/2021,West,Idaho,Boise,Women's Apparel,$35.00 ,400,"$140,000 ","$70,000 ",50%,Online
2026,West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Street Footwear,$20.00 ,650,"$130,000 ","$45,500 ",35%,Online
2027,West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Athletic Footwear,$30.00 ,650,"$195,000 ","$68,250 ",35%,Online
2028,West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Street Footwear,$25.00 ,475,"$118,750 ","$41,562 ",35%,Online
2029,West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Athletic Footwear,$30.00 ,375,"$112,500 ","$50,625 ",45%,Online
2030,West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Apparel,$35.00 ,275,"$96,250 ","$28,875 ",30%,Online
2031,West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Apparel,$30.00 ,550,"$165,000 ","$82,500 ",50%,Online
2032,West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Street Footwear,$20.00 ,700,"$140,000 ","$49,000 ",35%,Online
2033,West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Athletic Footwear,$30.00 ,725,"$217,500 ","$76,125 ",35%,Online
2034,West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Street Footwear,$25.00 ,575,"$143,750 ","$50,312 ",35%,Online
2035,West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Athletic Footwear,$35.00 ,500,"$175,000 ","$78,750 ",45%,Online
2036,West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Apparel,$50.00 ,400,"$200,000 ","$60,000 ",30%,Online
2037,West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Apparel,$45.00 ,750,"$337,500 ","$168,750 ",50%,Online
2038,West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Street Footwear,$45.00 ,750,"$337,500 ","$118,125 ",35%,Online
2039,West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,$50.00 ,750,"$375,000 ","$131,250 ",35%,Online
2040,West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Street Footwear,$50.00 ,600,"$300,000 ","$105,000 ",35%,Online
2041,West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Athletic Footwear,$50.00 ,550,"$275,000 ","$123,750 ",45%,Online
2042,West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Apparel,$55.00 ,450,"$247,500 ","$74,250 ",30%,Online
2043,West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Apparel,$60.00 ,825,"$495,000 ","$247,500 ",50%,Online
2044,West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Street Footwear,$50.00 ,775,"$387,500 ","$155,000 ",40%,Online
2045,West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,$55.00 ,775,"$426,250 ","$170,500 ",40%,Online
2046,West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Street Footwear,$50.00 ,925,"$462,500 ","$185,000 ",40%,Online
2047,West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Athletic Footwear,$50.00 ,525,"$262,500 ","$131,250 ",50%,Online
2048,West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Apparel,$55.00 ,525,"$288,750 ","$101,063 ",35%,Online
2049,Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's Apparel,$65.00 ,800,"$520,000 ","$286,000 ",55%,Online
2050,Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Street Footwear,$50.00 ,750,"$375,000 ","$150,000 ",40%,Online
2051,Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Athletic Footwear,$55.00 ,750,"$412,500 ","$165,000 ",40%,Online
2052,Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Street Footwear,$50.00 ,925,"$462,500 ","$185,000 ",40%,Online
2053,Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Athletic Footwear,$50.00 ,475,"$237,500 ","$118,750 ",50%,Online
2054,Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Men's Apparel,$55.00 ,475,"$261,250 ","$91,438 ",35%,Online
2055,Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Women's Apparel,$60.00 ,725,"$435,000 ","$239,250 ",55%,Online
2056,Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Street Footwear,$55.00 ,675,"$371,250 ","$148,500 ",40%,Online
2057,Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Athletic Footwear,$55.00 ,625,"$343,750 ","$137,500 ",40%,Online
2058,Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Street Footwear,$60.00 ,675,"$405,000 ","$162,000 ",40%,Online
2059,Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Athletic Footwear,$60.00 ,400,"$240,000 ","$120,000 ",50%,Online
2060,Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Apparel,$55.00 ,400,"$220,000 ","$77,000 ",35%,Online
2061,Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Apparel,$50.00 ,625,"$312,500 ","$171,875 ",55%,Online
2062,Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Street Footwear,$40.00 ,575,"$230,000 ","$92,000 ",40%,Online
2063,Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Athletic Footwear,$40.00 ,575,"$230,000 ","$92,000 ",40%,Online
2064,Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Street Footwear,$45.00 ,525,"$236,250 ","$94,500 ",40%,Online
2065,Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Athletic Footwear,$45.00 ,375,"$168,750 ","$84,375 ",50%,Online
2066,Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Apparel,$35.00 ,350,"$122,500 ","$42,875 ",35%,Online
2067,Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Apparel,$45.00 ,525,"$236,250 ","$129,938 ",55%,Online
2068,Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Street Footwear,$35.00 ,675,"$236,250 ","$94,500 ",40%,Online
2069,Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Athletic Footwear,$35.00 ,675,"$236,250 ","$94,500 ",40%,Online
2070,Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Street Footwear,$60.00 ,600,"$360,000 ","$144,000 ",40%,Online
2071,Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Athletic Footwear,$60.00 ,450,"$270,000 ","$135,000 ",50%,Online
2072,Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Apparel,$55.00 ,425,"$233,750 ","$81,812 ",35%,Online
2073,Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Apparel,$65.00 ,625,"$406,250 ","$223,438 ",55%,Online
2074,Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Street Footwear,$55.00 ,775,"$426,250 ","$170,500 ",40%,Online
2075,Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Athletic Footwear,$55.00 ,775,"$426,250 ","$170,500 ",40%,Online
2076,Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Street Footwear,$60.00 ,675,"$405,000 ","$162,000 ",40%,Online
2077,Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Athletic Footwear,$60.00 ,525,"$315,000 ","$157,500 ",50%,Online
2078,Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Apparel,$55.00 ,475,"$261,250 ","$91,437 ",35%,Online
2079,Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Apparel,$65.00 ,725,"$471,250 ","$259,188 ",55%,Online
2080,Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Street Footwear,$30.00 ,425,"$127,500 ","$44,625 ",35%,Online
2081,Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Athletic Footwear,$40.00 ,425,"$170,000 ","$68,000 ",40%,Online
2082,Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Street Footwear,$40.00 ,425,"$170,000 ","$59,500 ",35%,Online
2083,Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Athletic Footwear,$40.00 ,275,"$110,000 ","$38,500 ",35%,Online
2084,Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Apparel,$45.00 ,225,"$101,250 ","$30,375 ",30%,Online
2085,Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Apparel,$40.00 ,425,"$170,000 ","$42,500 ",25%,Online
2086,Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Men's Street Footwear,$30.00 ,475,"$142,500 ","$49,875 ",35%,Online
2087,Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Men's Athletic Footwear,$40.00 ,375,"$150,000 ","$60,000 ",40%,Online
2088,Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Women's Street Footwear,$40.00 ,375,"$150,000 ","$52,500 ",35%,Online
2089,Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$40.00 ,225,"$90,000 ","$31,500 ",35%,Online
2090,Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Men's Apparel,$45.00 ,150,"$67,500 ","$20,250 ",30%,Online
2091,Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Women's Apparel,$40.00 ,350,"$140,000 ","$35,000 ",25%,Online
2092,Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Street Footwear,$40.00 ,500,"$200,000 ","$70,000 ",35%,Online
2093,Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$50.00 ,350,"$175,000 ","$70,000 ",40%,Online
2094,Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Street Footwear,$50.00 ,350,"$175,000 ","$61,250 ",35%,Online
2095,Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$50.00 ,225,"$112,500 ","$39,375 ",35%,Online
2096,Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Apparel,$55.00 ,125,"$68,750 ","$20,625 ",30%,Online
2097,Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Apparel,$50.00 ,325,"$162,500 ","$40,625 ",25%,Online
2098,Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Street Footwear,$50.00 ,500,"$250,000 ","$87,500 ",35%,Online
2099,Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$55.00 ,300,"$165,000 ","$66,000 ",40%,Online
2100,Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Street Footwear,$55.00 ,350,"$192,500 ","$67,375 ",35%,Online
2101,Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$50.00 ,250,"$125,000 ","$43,750 ",35%,Online
2102,Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Apparel,$55.00 ,150,"$82,500 ","$24,750 ",30%,Online
2103,Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Apparel,$70.00 ,325,"$227,500 ","$56,875 ",25%,Online
2104,Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Street Footwear,$50.00 ,525,"$262,500 ","$91,875 ",35%,Online
2105,Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$55.00 ,375,"$206,250 ","$82,500 ",40%,Online
2106,Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Street Footwear,$55.00 ,400,"$220,000 ","$77,000 ",35%,Online
2107,Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$50.00 ,300,"$150,000 ","$52,500 ",35%,Online
2108,Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Apparel,$55.00 ,200,"$110,000 ","$33,000 ",30%,Online
2109,Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Apparel,$70.00 ,375,"$262,500 ","$65,625 ",25%,Online
2110,Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Street Footwear,$50.00 ,625,"$312,500 ","$109,375 ",35%,Online
2111,Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$55.00 ,475,"$261,250 ","$104,500 ",40%,Online
2112,Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Street Footwear,$55.00 ,475,"$261,250 ","$91,438 ",35%,Online
2113,Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$50.00 ,350,"$175,000 ","$61,250 ",35%,Online
2114,Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Apparel,$55.00 ,225,"$123,750 ","$37,125 ",30%,Online
2115,Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Apparel,$70.00 ,525,"$367,500 ","$91,875 ",25%,Online
2116,Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Street Footwear,$50.00 ,675,"$337,500 ","$118,125 ",35%,Online
2117,Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$55.00 ,525,"$288,750 ","$115,500 ",40%,Online
2118,Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Street Footwear,$55.00 ,475,"$261,250 ","$91,438 ",35%,Online
2119,Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$50.00 ,375,"$187,500 ","$65,625 ",35%,Online
2120,Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Apparel,$55.00 ,425,"$233,750 ","$70,125 ",30%,Online
2121,Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Apparel,$70.00 ,425,"$297,500 ","$74,375 ",25%,Online
2122,Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Street Footwear,$55.00 ,625,"$343,750 ","$120,313 ",35%,Online
2123,Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$60.00 ,575,"$345,000 ","$138,000 ",40%,Online
2124,Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Street Footwear,$55.00 ,450,"$247,500 ","$86,625 ",35%,Online
2125,Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$55.00 ,400,"$220,000 ","$77,000 ",35%,Online
2126,Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Apparel,$65.00 ,400,"$260,000 ","$78,000 ",30%,Online
2127,Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Apparel,$70.00 ,375,"$262,500 ","$65,625 ",25%,Online
2128,Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Street Footwear,$45.00 ,575,"$258,750 ","$90,563 ",35%,Online
2129,Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$50.00 ,575,"$287,500 ","$115,000 ",40%,Online
2130,Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Street Footwear,$45.00 ,425,"$191,250 ","$66,938 ",35%,Online
2131,Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$45.00 ,375,"$168,750 ","$59,063 ",35%,Online
2132,Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Apparel,$55.00 ,375,"$206,250 ","$61,875 ",30%,Online
2133,Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Apparel,$60.00 ,425,"$255,000 ","$63,750 ",25%,Online
2134,Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Street Footwear,$45.00 ,500,"$225,000 ","$78,750 ",35%,Online
2135,Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$50.00 ,500,"$250,000 ","$100,000 ",40%,Online
2136,Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Street Footwear,$45.00 ,325,"$146,250 ","$51,188 ",35%,Online
2137,Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$45.00 ,300,"$135,000 ","$47,250 ",35%,Online
2138,Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Apparel,$55.00 ,275,"$151,250 ","$45,375 ",30%,Online
2139,Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Apparel,$60.00 ,325,"$195,000 ","$48,750 ",25%,Online
2140,Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Street Footwear,$45.00 ,500,"$225,000 ","$78,750 ",35%,Online
2141,Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$50.00 ,525,"$262,500 ","$105,000 ",40%,Online
2142,Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Street Footwear,$45.00 ,375,"$168,750 ","$59,063 ",35%,Online
2143,Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$45.00 ,350,"$157,500 ","$55,125 ",35%,Online
2144,Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Apparel,$55.00 ,300,"$165,000 ","$49,500 ",30%,Online
2145,Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Apparel,$60.00 ,425,"$255,000 ","$63,750 ",25%,Online
2146,Foot Locker,1128299,12/22/2021,West,Arizona,Phoenix,Men's Street Footwear,$45.00 ,625,"$281,250 ","$98,438 ",35%,Online
2147,Foot Locker,1128299,12/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$50.00 ,625,"$312,500 ","$125,000 ",40%,Online
2148,Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Street Footwear,$45.00 ,425,"$191,250 ","$66,938 ",35%,Online
2149,Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$45.00 ,425,"$191,250 ","$66,938 ",35%,Online
2150,Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Men's Apparel,$55.00 ,350,"$192,500 ","$57,750 ",30%,Online
2151,Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Apparel,$60.00 ,450,"$270,000 ","$67,500 ",25%,Online
2152,Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Street Footwear,$35.00 ,475,"$166,250 ","$58,187 ",35%,Online
2153,Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$45.00 ,475,"$213,750 ","$85,500 ",40%,Online
2154,Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Street Footwear,$45.00 ,475,"$213,750 ","$74,813 ",35%,Online
2155,Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$45.00 ,325,"$146,250 ","$51,188 ",35%,Online
2156,Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Apparel,$50.00 ,275,"$137,500 ","$41,250 ",30%,Online
2157,Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Apparel,$45.00 ,475,"$213,750 ","$53,438 ",25%,Online
2158,Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Street Footwear,$35.00 ,525,"$183,750 ","$64,312 ",35%,Online
2159,Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$45.00 ,425,"$191,250 ","$76,500 ",40%,Online
2160,Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Women's Street Footwear,$45.00 ,425,"$191,250 ","$66,938 ",35%,Online
2161,Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$45.00 ,275,"$123,750 ","$43,313 ",35%,Online
2162,Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Men's Apparel,$50.00 ,200,"$100,000 ","$30,000 ",30%,Online
2163,Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Apparel,$45.00 ,400,"$180,000 ","$45,000 ",25%,Online
2164,Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$45.00 ,550,"$247,500 ","$86,625 ",35%,Online
2165,Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$55.00 ,400,"$220,000 ","$88,000 ",40%,Online
2166,Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$55.00 ,400,"$220,000 ","$77,000 ",35%,Online
2167,Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,275,"$151,250 ","$52,938 ",35%,Online
2168,Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Apparel,$60.00 ,175,"$105,000 ","$31,500 ",30%,Online
2169,Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Apparel,$55.00 ,375,"$206,250 ","$51,563 ",25%,Online
2170,Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$55.00 ,550,"$302,500 ","$105,875 ",35%,Online
2171,Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$60.00 ,350,"$210,000 ","$84,000 ",40%,Online
2172,Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$60.00 ,400,"$240,000 ","$84,000 ",35%,Online
2173,Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,300,"$165,000 ","$57,750 ",35%,Online
2174,Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Apparel,$60.00 ,200,"$120,000 ","$36,000 ",30%,Online
2175,Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Apparel,$75.00 ,375,"$281,250 ","$70,313 ",25%,Online
2176,Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$55.00 ,575,"$316,250 ","$110,688 ",35%,Online
2177,Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$60.00 ,425,"$255,000 ","$102,000 ",40%,Online
2178,Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$60.00 ,450,"$270,000 ","$94,500 ",35%,Online
2179,Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,350,"$192,500 ","$67,375 ",35%,Online
2180,Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Apparel,$60.00 ,250,"$150,000 ","$45,000 ",30%,Online
2181,Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Apparel,$75.00 ,425,"$318,750 ","$79,688 ",25%,Online
2182,Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$55.00 ,700,"$385,000 ","$134,750 ",35%,Online
2183,Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$60.00 ,550,"$330,000 ","$132,000 ",40%,Online
2184,Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$60.00 ,550,"$330,000 ","$115,500 ",35%,Online
2185,Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,425,"$233,750 ","$81,813 ",35%,Online
2186,Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Apparel,$60.00 ,300,"$180,000 ","$54,000 ",30%,Online
2187,Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Apparel,$75.00 ,600,"$450,000 ","$112,500 ",25%,Online
2188,Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$55.00 ,750,"$412,500 ","$144,375 ",35%,Online
2189,Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$60.00 ,600,"$360,000 ","$144,000 ",40%,Online
2190,Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$60.00 ,550,"$330,000 ","$115,500 ",35%,Online
2191,Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,450,"$247,500 ","$86,625 ",35%,Online
2192,Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Apparel,$60.00 ,500,"$300,000 ","$90,000 ",30%,Online
